"gamma","r.x.v","LW","LS","W","S","GFIC","J10","J5","BIC","HQ","AIC"
0,0,0.0557223617648216,0.0420039634214875,0.0436451278148478,0.0355453853218056,0.0452253937205763,0.0384734247331724,0.0371011296021003,0.0400421399386008,0.0401894596523592,0.0427249444051937
0,0.005,0.0570424964215542,0.0437627527543575,0.044799396564697,0.0371761418666722,0.0468818049856644,0.0402364931229208,0.0386153618504504,0.0418680598724514,0.0422513949733696,0.0445494186170124
0,0.01,0.0556320039332581,0.0428409429225496,0.0447147486466,0.0375411058861867,0.0461219292666362,0.0405339910304871,0.0393090869128598,0.0412784903346769,0.0415655540250308,0.0438057994283029
0,0.015,0.0562875296628969,0.043963950189455,0.0449919420097148,0.0382054917550643,0.0462038512164677,0.0404643419699117,0.0391120813272319,0.0424282667495688,0.0424522996252763,0.0446057774583048
0,0.02,0.0547104950938786,0.0434826026855684,0.0448234122483679,0.0371309990776922,0.0452673957984322,0.0400625821878311,0.039043440109605,0.0417940098059685,0.0417707677839194,0.0439108216758332
0,0.025,0.0565885030097333,0.0458185001208387,0.0450959735591203,0.0394431743470645,0.0464139045000693,0.0415483792468802,0.0407304188915767,0.044093507748808,0.0445734279735342,0.0459248467028213
0,0.03,0.0569933225637465,0.0480073365682871,0.0458743619011183,0.0418301213644551,0.0478938367843995,0.0443986989273056,0.0434410599434756,0.0458870475248242,0.0461558329880199,0.0478480674484469
0,0.035,0.0547880858094556,0.0472631540977566,0.0441612142295969,0.0410362707761745,0.0468726176938351,0.0433418897458165,0.0426959340922457,0.0454791931487518,0.0458215978179311,0.0472210688736194
0,0.04,0.0556743437001884,0.0487619903894343,0.0442023417619953,0.0413013200950242,0.0483412752910535,0.0434982481829253,0.0429876537611958,0.0464778805208154,0.0469621254124268,0.0477831064411901
0,0.045,0.0547214671181329,0.0503246858148208,0.0440528289268942,0.0426319965703227,0.0474383045583441,0.0453592816558912,0.0439203029785863,0.0479283400368335,0.0486837098816816,0.0494120845862733
0,0.05,0.055537238394203,0.0514352972911202,0.0448154820393593,0.0440475961847362,0.0480183847806084,0.0456162031401912,0.0450953236359574,0.0494266826278167,0.0495861698874614,0.0502870335972971
0,0.055,0.0562229705721873,0.0535985888239012,0.0452018621761008,0.0466993901155498,0.0499926076162235,0.0481634588234727,0.0478788596167557,0.0515463712369098,0.0518639832204745,0.0527656826762686
0,0.06,0.05608864915453,0.0547938872762131,0.0452453131548385,0.0481033120002505,0.0502207004682411,0.050169986024203,0.0496840892295958,0.0527743004895587,0.0531342764379874,0.0546144898784626
0,0.065,0.0548755248946551,0.056502455185108,0.0451787770420315,0.0495596653057008,0.050029238018656,0.0507287956308579,0.0503160995524548,0.054407040712039,0.0546647080605986,0.0552770092111516
0,0.07,0.0548524160995192,0.0587938364683354,0.0453030230387401,0.0503446265321001,0.0504634403162379,0.0518765894443871,0.0516114139672394,0.0562850783190863,0.0567619492760619,0.0573725437515572
0,0.075,0.0548329614650245,0.0615019908753925,0.0443570124271302,0.0535811784080495,0.0511951957964927,0.0543053464738708,0.0541009873349777,0.0593861026370605,0.0600530056795448,0.0599361364849217
0,0.08,0.0564034422149226,0.06093798737044,0.0450859356320646,0.0534888875702245,0.0524743177565326,0.0556100352802788,0.054466817050368,0.0594260267540638,0.0596971908737872,0.0595003106827261
0,0.085,0.0561257836950678,0.0642178974413191,0.0456165341873839,0.05695629004315,0.0527869755227575,0.057391863000976,0.0571459953081961,0.0619865652505378,0.0620066701740165,0.0615999515484675
0,0.09,0.0564021832751703,0.066588723859872,0.0450895628506166,0.0582079296139594,0.0532277004948802,0.0586819244810095,0.0593582277802047,0.0648774806811663,0.0648986039117971,0.063848829211126
0,0.095,0.0546321805468199,0.0681661391162546,0.0447822097890533,0.0598818763451383,0.0520175301292223,0.0593870560891828,0.0595540758747648,0.0662579436645872,0.0658931224224798,0.0644102393190802
0,0.1,0.0553292425172165,0.0700657562285567,0.0439656704527217,0.0623383302778009,0.0542936444085733,0.0607272989038901,0.0616932570513185,0.0683382233098589,0.0685658493593583,0.0659512471328322
0,0.105,0.055261577278727,0.0733908703260516,0.0451001224963904,0.0657542802095437,0.0551671035583195,0.0632568407715836,0.0641444967336843,0.0717592945192218,0.0715577180822724,0.0691959473016431
0,0.11,0.0556847269834485,0.0743936101067263,0.0455785507053231,0.0664614722337941,0.0550632150705623,0.0645482233577289,0.0655424671964681,0.0728920358729625,0.0729644631611702,0.0692193252274281
0,0.115,0.05341261147143,0.0747864597648217,0.0439415872753827,0.067394093217642,0.0542282965885753,0.0638705009300329,0.0646723121083712,0.0733334250301745,0.0726269410685181,0.0682651234629925
0,0.12,0.0552819692169614,0.0799563749828705,0.0453884903266708,0.0710865592635758,0.0555012182767337,0.0661184853847559,0.0678444102381209,0.0778038026456882,0.0769107939992665,0.0705753950334699
0,0.125,0.0539525560820331,0.0787892338618116,0.044270078102232,0.0717492943233431,0.0550859634662401,0.0665856913962408,0.0681617887069302,0.0773872280443963,0.0767743871262518,0.0707552592318855
0,0.13,0.0540128684424228,0.0832316563101812,0.0447045240263641,0.0751012771826254,0.0552004341117606,0.0682955912768657,0.0707096569595607,0.0816497212310495,0.0801419165627349,0.072858687579273
0,0.135,0.0534743800919634,0.0838346375132392,0.0450299094722259,0.0763042203867005,0.0551003641432377,0.0680695219269088,0.0707048323595229,0.0823154958506986,0.0804179308134827,0.0724601763462875
0,0.14,0.0542141932762168,0.0869356954756314,0.0460335069667266,0.0800306349928171,0.0571409202905815,0.0708119531190988,0.0738929910939462,0.0854405774098818,0.0833934117444302,0.0748964381317678
0,0.145,0.0540611970122819,0.0870467257798662,0.0443905882527887,0.0799185643307875,0.0566666499232649,0.0683911221095441,0.0711690568610794,0.0853561635670187,0.0826270499417245,0.0735473191517677
0,0.15,0.0535962022522169,0.0905359688223846,0.0449533601392011,0.0830282758493492,0.0561713321392651,0.0705873982631745,0.0739300934430125,0.0887736990292183,0.0858242656710631,0.0754352928531477
0,0.155,0.0544860268808904,0.0948843884625095,0.0443656693039006,0.0876566034810124,0.0571203019552706,0.0716517070951917,0.0764029700171549,0.0935076667808043,0.0894589697359622,0.0768050153440365
0,0.16,0.052111700114321,0.0950095469679548,0.0433557852653673,0.087689290446985,0.0545763249671222,0.0689242940985389,0.0738305671864185,0.0937417744475635,0.0882001763022394,0.0733342406783506
0,0.165,0.0536169269006557,0.0963751390900804,0.0457687280617569,0.0903246401181585,0.0558120215727871,0.0711937029873066,0.0763467688001563,0.0953735205457542,0.0901599075298189,0.0755425052499768
0,0.17,0.0536991010312185,0.0973604751652115,0.0455602916582202,0.0909231535489131,0.0561100858178481,0.0707725401345283,0.0760275134606775,0.0956038528481944,0.0902104986048293,0.0746393964021827
0,0.175,0.053223595903376,0.100121135354414,0.0448410906135103,0.0938960177032351,0.0560221283075177,0.0686674700559296,0.0759593921505784,0.0983085679582888,0.0919440958642677,0.0741095434178997
0,0.18,0.0538026023586472,0.102363955356558,0.0447320448530048,0.0973386112308487,0.0559754441181896,0.0694438105916447,0.0756076778054427,0.100597666222072,0.0928983682479561,0.0730038728993312
0,0.185,0.0537441572099323,0.106056385823019,0.04485289409341,0.100053013204531,0.0567486008375155,0.0685020094505402,0.0759255121265346,0.103869741101094,0.094563152149391,0.0739607869422016
0,0.19,0.0532306581412525,0.106461579804794,0.0452772113249523,0.100777784498175,0.0543641818849897,0.0682804136079632,0.0753313776922451,0.104052193770324,0.0944182312537757,0.0724434913624111
0,0.195,0.054074720412799,0.109977407421398,0.0447972383584632,0.10477406212302,0.0566587515569216,0.0669854616475416,0.0754898617044505,0.107512801849309,0.0963548299265228,0.0734222190376708
0,0.2,0.0530024038387845,0.112370572390452,0.0448150860839865,0.107723971129319,0.0543045051920572,0.0670240567468829,0.073317254375105,0.109334215640135,0.0950138712848728,0.0705588437039689
0.005,0,0.0554845161879477,0.0427335538669623,0.0439119644141115,0.0365535961071721,0.0453366922297018,0.039121262590176,0.0378941433382842,0.0408391139911907,0.0412121745360823,0.0425145374513766
0.005,0.005,0.0567509046424873,0.0431167398712168,0.045424960251027,0.0374379934222146,0.0469446229201319,0.0401992296917552,0.0389264774123023,0.0415183568016745,0.0418388940759491,0.0438853815398346
0.005,0.01,0.055695535249325,0.0436505331159835,0.0441588977837482,0.0374990256736859,0.0452383695232736,0.0405351788650719,0.0394218869363073,0.041958830485302,0.0422790187054798,0.0442315769780351
0.005,0.015,0.0562748550055592,0.0437552861278425,0.045111622619922,0.0383583028175691,0.0461524611914783,0.0416936393432132,0.0398685002643237,0.0425926768941226,0.0432035953637662,0.045520099016865
0.005,0.02,0.0552380759785022,0.0451373651123402,0.043253425728815,0.0382221488898985,0.0463579202137143,0.0405262869146616,0.039650135469749,0.0433198143140589,0.0435811187066197,0.0447433203358473
0.005,0.025,0.0549935824998066,0.0448695100566272,0.0443460613608688,0.0384855425850904,0.0451424735445972,0.0409172233259115,0.0394893007340496,0.0431456707391836,0.0433262451987791,0.0452302591666735
0.005,0.03,0.0556140731232093,0.0464764239386508,0.0450129129673377,0.0406444037989704,0.0469411826913708,0.0440542347519285,0.0420739435260713,0.0448962717483477,0.0454738682222614,0.0469674175161451
0.005,0.035,0.0561230927351328,0.0479255134509424,0.0448065770823851,0.0410769305636493,0.0472206627782481,0.043708538168834,0.0427627681117122,0.0459866420626217,0.0461619856275618,0.048163351361729
0.005,0.04,0.0563980494793434,0.0496529647598819,0.045442960170283,0.043074191960834,0.0482853546513647,0.0449828427969991,0.0440795763872821,0.0480729090441884,0.0483010246494635,0.0495090776603865
0.005,0.045,0.0567788441799158,0.0516013420703264,0.0457830419212205,0.0450843817541784,0.0497528551948609,0.0477229952720963,0.0464311884124919,0.0494930354105498,0.0499192037083721,0.0513221906360615
0.005,0.05,0.0548881389647575,0.0509491819800289,0.0447306156528008,0.0446995321758339,0.0481619057471089,0.0467333776722052,0.0458514553344413,0.0488675288443734,0.0494954303263638,0.0513692589688595
0.005,0.055,0.0546623252814879,0.0523359494806594,0.0447237205515837,0.0460806153518466,0.0493965215886093,0.0478706932963664,0.0472333804744549,0.0503840314882743,0.0512435902572702,0.052042674779316
0.005,0.06,0.0565549781390532,0.0561221094964202,0.0463838437414488,0.0498246403107684,0.0511510861189597,0.0511010330483786,0.0505314755400997,0.0545381706333803,0.0547174217665289,0.0553918665328194
0.005,0.065,0.053808796727792,0.0573321343342671,0.043771368661284,0.0500624891587158,0.0489466233893135,0.0513296506610263,0.0507200468747137,0.0553293253896865,0.0553174333156583,0.0554659859181385
