"gamma","r.x.v","LW","LS","W","S","GFIC","J10","J5","BIC","HQ","AIC"
0,0,0.0505177637148919,0.0365367731912227,0.0372585295285179,0.0304047311721023,0.0399622601474864,0.0335425307842156,0.0324790113346161,0.0314370924183653,0.0336291071969082,0.0372860051035663
0,0.005,0.0512238473662334,0.0365736070811457,0.0373302442730146,0.0304903946510566,0.0406283040026027,0.0336684283025668,0.0317620288841028,0.031616849845015,0.033758358046936,0.0378171909925127
0,0.01,0.0503461903078239,0.0369088586595682,0.0370025491200512,0.0301289890777248,0.0399524136196434,0.0333799833862928,0.0321351476033258,0.0309451891836786,0.0328130386423326,0.0365980987990009
0,0.015,0.050233719260628,0.0373382616869995,0.0367923178860242,0.0310648694564337,0.0405790868047571,0.033621762760188,0.0325705033679403,0.0323304085795755,0.0347077641085048,0.0378698256714911
0,0.02,0.0496394926290699,0.0381817805605853,0.0368208547223248,0.0319412290020908,0.0402690953680139,0.0353563542572054,0.033667932454838,0.0325653065656282,0.0342556322525552,0.0382292968123626
0,0.025,0.0529860355556528,0.0391862196959451,0.0374404948352447,0.03204936178605,0.0423718022361713,0.0355084224365966,0.0341684487298563,0.0332274962664644,0.0361370013540032,0.0403510275800689
0,0.03,0.0509711472916791,0.0415585184246932,0.0370653224081717,0.0343025482423989,0.0415955879912049,0.0371256404302262,0.0358873027641873,0.0351728720651031,0.0369132653285225,0.0406747402700079
0,0.035,0.0496846129713905,0.0404351133449593,0.0363896857934359,0.0341868255922715,0.0414114202205923,0.0367226989969732,0.0352656046166893,0.0348144290514955,0.0370516380922273,0.0402873098876044
0,0.04,0.0488467255672143,0.0428707967250111,0.0357812627105348,0.0359004715712437,0.0408295559128181,0.038462110406766,0.0377938004234582,0.0369874822737747,0.0390829126240252,0.0425265944279989
0,0.045,0.0503036352033073,0.0450005717972018,0.0366704836836812,0.0374240967693338,0.0428339404692533,0.0406821082647188,0.0395022734195038,0.0389262142416268,0.0411203897087215,0.044512772438212
0,0.05,0.0491647976750275,0.0471911606932108,0.0371153698558758,0.0402823364501151,0.0426929560973337,0.0425559471985725,0.0413203455322832,0.041810334107871,0.0440844188110287,0.0467774304875376
0,0.055,0.0506770034371501,0.0480341933154492,0.0369060010294232,0.0407914073040522,0.0443407954968172,0.0429872106442225,0.0423284988690046,0.0420019727998907,0.0442496061139767,0.0469502123909291
0,0.06,0.0500527254313207,0.050409733169326,0.0365321030479482,0.0427861801740029,0.0442372079529478,0.0443420393866603,0.0437241845661572,0.0442655785587262,0.0464822326220554,0.0482614707140059
0,0.065,0.048252472956121,0.051336192726883,0.0350192361818704,0.0442735315823204,0.0440154033382719,0.045688296625805,0.0451613511836576,0.0458149697569196,0.0472561977066359,0.0491603631878081
0,0.07,0.0498929852570684,0.0535168969962968,0.0376220433753102,0.0461983485599944,0.045474505199837,0.0476805922509145,0.0470531357433362,0.0479078236745693,0.0499910809529426,0.0517236802815681
0,0.075,0.0492700546135301,0.0564899079319962,0.0371892669833212,0.0485081709406754,0.0457461022544383,0.0490675895002964,0.048858409936212,0.0498961736985466,0.0522536569330802,0.0535904229468464
0,0.08,0.0489057454222871,0.0576429852025201,0.0365819058377311,0.0500686041249887,0.0449985935179761,0.0503288142431274,0.0504405911531771,0.0525233814389137,0.0546966904108324,0.0552971931316171
0,0.085,0.0493283447491052,0.0605131449055332,0.0372673243715498,0.0526623251104269,0.0469472413050621,0.0517412755581145,0.0521962980525565,0.0543505209046537,0.0563596290179219,0.0558346963242342
0,0.09,0.0479792303301504,0.0610882889904413,0.0360489309372442,0.0530155750242733,0.0463889399656694,0.0527540304423507,0.0531673285216459,0.0551686278511992,0.0573818898213512,0.0565739585761187
0,0.095,0.0492321981544427,0.0632549021897664,0.0367953118110269,0.0555091218792775,0.0477760147869119,0.0535266312036246,0.0542869172505681,0.0577832164537928,0.0590958174518949,0.0573177498361335
0,0.1,0.0486916101565474,0.0667817263542103,0.0361100472069944,0.0585453463383844,0.0480595209884029,0.0549037502530307,0.0554106423812755,0.0612883760938472,0.0625394858810848,0.0581449490685399
0,0.105,0.047992966359408,0.0681777275074992,0.0361636987033259,0.0607979712624028,0.0480363000952738,0.0554771280598131,0.0570417096721519,0.0634156085959759,0.0639102237442302,0.0593055493423506
0,0.11,0.0490026730048169,0.0711903599073647,0.037249115871487,0.0641156110706724,0.0486666220580456,0.0578643506097228,0.0599504667334299,0.0665547870148332,0.0671169163349607,0.0613157290431803
0,0.115,0.0486116829325188,0.0735586625171822,0.037768446160813,0.0656828912501807,0.0496457830465882,0.059465929234053,0.0607608018589069,0.0691144045253577,0.068925744352507,0.0622134907539498
0,0.12,0.047183511137965,0.0746786332399114,0.035354417399343,0.0665460109451206,0.0470512786513502,0.0560007156089843,0.0586158395763883,0.0692734341683519,0.0684586679091419,0.0598329377139767
0,0.125,0.0469682718543692,0.0774948847606447,0.0357164863061401,0.0693973525140529,0.0475748344053317,0.0557691394068037,0.0588209456104174,0.0727806100185052,0.0698341930038023,0.0594030136099202
