"gamma","r.x.v","LW","LS","W","S","GFIC","J10","J5","BIC","HQ","AIC"
0.01,0.01,0.0402916367489389,0.0313971900616324,0.0322185925960098,0.0272517928416457,0.0333181885150463,0.0289180025205855,0.0282057168083497,0.0303975435067914,0.0306654757396379,0.03123746925948
0.01,0.015,0.0383113555707762,0.0308750875225296,0.0311488459408132,0.0270398750819746,0.0322378495055148,0.0283809382668523,0.0278137400500879,0.0296468284893528,0.030006312186747,0.0310838144632727
0.01,0.02,0.0380192138527862,0.0321804459986223,0.0312725538309077,0.0286531836371625,0.0329790775157872,0.0301816879986847,0.0294872652980961,0.031449686618537,0.0316808589464993,0.032089385416063
0.01,0.025,0.0399960818328944,0.0334237632325068,0.0322707282479945,0.0296220815311742,0.0339801540511219,0.0309289368667761,0.0304447389560909,0.0323554188777699,0.0325649227403743,0.0336193399990377
0.01,0.03,0.0390710346379134,0.034909705703417,0.0303065077616192,0.0301839363679994,0.0329729136828969,0.0313933666292322,0.0307691900066003,0.0337243256777967,0.0339741763467963,0.0344451591200506
0.01,0.035,0.0395712102177856,0.0364960410619288,0.0321512748752519,0.0323783109990004,0.0349441936485246,0.033216355032243,0.0330601036177802,0.0354348376325514,0.0357601367776242,0.0362335102298575
0.01,0.04,0.0393664170616471,0.0381974038848161,0.0323425603043049,0.0339611716080431,0.0349413165883078,0.0357012697278055,0.0349860764701472,0.0371617042801672,0.0375428935070818,0.0382316686834323
0.01,0.045,0.0393977777602617,0.0404404006730007,0.0319403064543515,0.0361226614192098,0.0357943019952803,0.0369443593661645,0.036774486125434,0.0389978246955058,0.0391434110199436,0.0401718936350295
0.01,0.05,0.0389700762777787,0.0418084782867006,0.0322434512249011,0.03759927124938,0.0361048065393849,0.0384530664920757,0.0379160587465542,0.0407773597658024,0.0409549617594901,0.0412038424689017
0.01,0.055,0.0395078719715999,0.0436550581304097,0.0323553423990402,0.0389875332485146,0.0371364500752681,0.0400755132441118,0.0396940436832503,0.0423771232709172,0.0425721829580091,0.0426360316377074
0.01,0.06,0.0391763242872622,0.0465836323677964,0.0317571712152896,0.0413048985057184,0.0366268973672987,0.0406896914074747,0.0413658856993765,0.0452989774146272,0.0454611473097121,0.0449797165117283
0.01,0.065,0.0397878116665061,0.047686226001314,0.0319603739620637,0.0428382336091719,0.0383586197027458,0.0422326623871306,0.0426604719643855,0.0464816473976128,0.0468084859833653,0.0460358611432067
0.01,0.07,0.038959256462367,0.0496655640089989,0.0317969379817304,0.0448248956605972,0.0379073802171321,0.0440955264671034,0.0444631642867053,0.0485959183715437,0.0486489702165766,0.0468845722301667
0.01,0.075,0.037703274088217,0.0529359559343624,0.0322795721243242,0.0477620778801297,0.0376447364395941,0.0456924850551927,0.0464167601445389,0.0518426834563275,0.0516863608517647,0.0491008356686901
0.01,0.08,0.0384666127052445,0.0543281732756804,0.0318739663698964,0.0489782835850065,0.0386064400873892,0.0464969319781852,0.0473706464029821,0.0531169049042726,0.0525870254199365,0.0497924456333806
0.01,0.085,0.0388614343034346,0.0571405424149091,0.0316967467077156,0.051346443923717,0.0388505487563081,0.0480871918566988,0.0492069843215287,0.0556304273345439,0.0553460548946164,0.0512907821412115
0.01,0.09,0.0389210042237095,0.0591202281203454,0.032205291418954,0.0536299420096659,0.0391077763139328,0.0496224684175217,0.0511172255152098,0.0580535034903813,0.057423379013186,0.0525998240942376
0.01,0.095,0.0392745092588961,0.0614177474915345,0.0325821763898785,0.055660002547761,0.0388077135565939,0.0508939358479944,0.0525720858835694,0.0602306863919016,0.0598610637985742,0.0543005027367003
0.01,0.1,0.0385626127796901,0.0641306089202145,0.0327152507530231,0.0581255647600843,0.0396272429028307,0.051608677258559,0.0536133102136586,0.0630102006194092,0.0619854541911973,0.0542464454437374
0.01,0.105,0.0391598859631156,0.066814495262709,0.0318829312116455,0.0604316413863758,0.0398617428817713,0.0510385533295385,0.0541317399690028,0.0656895149458298,0.0640715603599206,0.0546479459929666
0.01,0.11,0.0391818047801075,0.0678475021415675,0.0322059112716188,0.0619375459440568,0.0405798861469772,0.0517787999071155,0.0551418287556426,0.0664797730655175,0.0645105672975132,0.054912141893909
0.01,0.115,0.0375806197118804,0.070879960365535,0.0320256764627483,0.0651952162058801,0.0383327523075244,0.052621170721264,0.0565090816638401,0.0699474880130061,0.0676057270821247,0.055355000348268
0.01,0.12,0.0391431998260152,0.0742505227120317,0.0324040289855699,0.0674954234582975,0.0402456023587348,0.0530681898216546,0.0569282808806301,0.0730016246762638,0.0696075002982273,0.0570854436796862
0.01,0.125,0.0374757847275273,0.0746313938441845,0.0317041305899732,0.0688567031066989,0.0393227602174906,0.0516518373657366,0.0559485309878985,0.0736478523912474,0.0695881157695145,0.0547553097622511
0.01,0.13,0.038098803971555,0.0774611269707855,0.0324245899280991,0.071701469927892,0.0397174890065582,0.0523054651364054,0.0566229301383897,0.0762862727870419,0.0707346389722222,0.0549691885665365
0.01,0.135,0.0374216449263551,0.078847097323003,0.0316104089882757,0.0727958961262059,0.0389082085219571,0.0501315637516358,0.0553196192708038,0.0776147263841225,0.0715565655798645,0.0535876371049669
0.01,0.14,0.0382026745789347,0.0823548524712385,0.0330121953650081,0.0766929443895282,0.0397048244153231,0.0524042596405231,0.0583181504755501,0.0808446045034138,0.0740951719769725,0.0554663652027319
0.01,0.145,0.0383307041136945,0.0853054316832298,0.0322481045850434,0.079473120861395,0.0391317952970819,0.0504291167298687,0.0555366579596485,0.0839391759951716,0.0746545815081164,0.0538289478217862
0.01,0.15,0.0376205029500449,0.0857307852552852,0.0318821774264507,0.0798353907823583,0.0376641150726778,0.0476544621330058,0.0532103165051526,0.0841243603007356,0.074310749145607,0.0513214686436652
0.01,0.155,0.0371032909891149,0.0884534600595368,0.031784432960811,0.0828394655053544,0.0371283349405288,0.0469230324845342,0.0525264665852229,0.086002103143024,0.073457766329695,0.0489804870388851
0.01,0.16,0.0371634346561331,0.0912039586107861,0.0316999994258691,0.0857113989854556,0.0363370868085942,0.045408174525069,0.0520416287085107,0.0887342345084439,0.0737745434002054,0.0479670577713584
0.01,0.165,0.0384743209653718,0.0933586053845165,0.0325293728921813,0.088071320375199,0.0371907858359131,0.0449513337966191,0.0510511869619526,0.0902248314072202,0.0741621612381168,0.0502704283969565
0.01,0.17,0.0373443062345977,0.0957694314004665,0.0312805019415624,0.0895738850411266,0.0362815085696184,0.0416071685726107,0.0465756732706063,0.0916434935406653,0.0714048325182383,0.0457381394023663
0.01,0.175,0.0379377040034084,0.0970156892189509,0.0316505658396503,0.0918230157336765,0.0368185143919614,0.0421202291303868,0.0454784125687042,0.0928929139714285,0.0711565285866179,0.0462703133516697
0.01,0.18,0.037100304374895,0.0987342069179337,0.0312195549211733,0.0934987888373308,0.0358080240515071,0.0393328808089809,0.0436718882674608,0.0930813336359238,0.07001386869949,0.0425714060263511
0.01,0.185,0.0381671502907049,0.102214511484435,0.0317219944441569,0.0972621068571703,0.0359335668386666,0.0390083931630343,0.0439338091323533,0.0953861584984189,0.0704955545576737,0.0433600121994715
0.01,0.19,0.0378380117134043,0.104553893450243,0.0319202088617999,0.0999102050404625,0.035422369311053,0.0382545412853143,0.042039320906182,0.095705334974521,0.0700257118045415,0.043143980744323
0.01,0.195,0.0371474568440511,0.105410113312196,0.0322708041267987,0.101713149611431,0.0354162506746563,0.0363028431975178,0.04000138500474,0.0949702424468977,0.0647903973121932,0.0404781961611076
0.01,0.2,0.0378498044758341,0.108809193685987,0.0314233138213365,0.104756253784497,0.0346809700617217,0.0354521397049783,0.0377580440934266,0.0964030728142459,0.0653166125691268,0.0405228477463965
0.015,0,0.0395713573603331,0.0303806494935718,0.0323522093696976,0.0260174964398439,0.032418090076978,0.0277967156491234,0.0271956387071981,0.0289077742450813,0.0291347581227288,0.030592904958879
0.015,0.005,0.0400618553858795,0.0303045761738857,0.0324440050510263,0.0260730179206233,0.033070519715369,0.02802752649891,0.0270863839544761,0.0290152612896683,0.0290979147941151,0.0305909734920749
0.015,0.01,0.0402088369933739,0.0318619136885249,0.0329354142354176,0.0277792566806137,0.0330247515747798,0.0292076701312056,0.0285205454407235,0.0308149486046761,0.0310443478658482,0.0321572303619329
0.015,0.015,0.0390523315267945,0.0316630664890241,0.0316373496325358,0.0279077394744587,0.0328449323230795,0.0296395826616329,0.0288305348757271,0.0307119287217416,0.0308235720367028,0.0321409569934056
